,AccuRapid-Ecoli-Extract-Mix:Kind,AccuRapid-Ecoli-Extract-Mix:MasterMix,AccuRapid-Ecoli-Extract-Mix:Volume,AccuRapid-Master-Mix:Kind,AccuRapid-Master-Mix:MasterMix,AccuRapid-Master-Mix:Volume,Activity-Assay-Master-Mix:Kind,Activity-Assay-Master-Mix:LigandMix,Activity-Assay-Master-Mix:Volume,ContainerId,ContainerName,Containers,Aliquot ID,Name,PCR-H2O:Kind,PCR-H2O:Volume,PCR-H2O:Water,Volume,Well Index,incubation_temp,source
61,Protein,rs1f47z2uft2kyv,20:microliter,Protein,rs1f47z3qb2zdga,40:microliter,,,,ct1ffua5u4wnr98,Row:0-ct1ffg5rdguqzjm-Incubated-IVTT-Storage-Plate,Container(Row:0-ct1ffg5rdguqzjm-Incubated-IVTT-Storage-Plate),aq1ffxdamrpg3zr,,,,,30:microliter,61,37:celsius,ct1fdrbvet5khpa:1
62,Protein,rs1f47z2uft2kyv,20:microliter,Protein,rs1f47z3qb2zdga,40:microliter,,,,ct1ffua5u4wnr98,Row:0-ct1ffg5rdguqzjm-Incubated-IVTT-Storage-Plate,Container(Row:0-ct1ffg5rdguqzjm-Incubated-IVTT-Storage-Plate),aq1ffxdamrqma5q,,,,,30:microliter,62,37:celsius,ct1fdrbvet5khpa:2
63,Protein,rs1f47z2uft2kyv,20:microliter,Protein,rs1f47z3qb2zdga,40:microliter,,,,ct1ffua5u4wnr98,Row:0-ct1ffg5rdguqzjm-Incubated-IVTT-Storage-Plate,Container(Row:0-ct1ffg5rdguqzjm-Incubated-IVTT-Storage-Plate),aq1ffxdamrqma5s,,,,,30:microliter,63,37:celsius,ct1fdrbvet5khpa:3
64,,,,,,,,,,ct1ffua5u4wnr98,Row:0-ct1ffg5rdguqzjm-Incubated-IVTT-Storage-Plate,Container(Row:0-ct1ffg5rdguqzjm-Incubated-IVTT-Storage-Plate),aq1ffxdamrqma5u,,,,,30:microliter,64,,
65,,,,,,,,,,ct1ffua5u4wnr98,Row:0-ct1ffg5rdguqzjm-Incubated-IVTT-Storage-Plate,Container(Row:0-ct1ffg5rdguqzjm-Incubated-IVTT-Storage-Plate),aq1ffxdamrrrg9r,,,,,30:microliter,65,,
66,,,,,,,,,,ct1ffua5u4wnr98,Row:0-ct1ffg5rdguqzjm-Incubated-IVTT-Storage-Plate,Container(Row:0-ct1ffg5rdguqzjm-Incubated-IVTT-Storage-Plate),aq1ffxdamrrrg9t,,,,,30:microliter,66,,
67,,,,,,,,,,ct1ffua5u4wnr98,Row:0-ct1ffg5rdguqzjm-Incubated-IVTT-Storage-Plate,Container(Row:0-ct1ffg5rdguqzjm-Incubated-IVTT-Storage-Plate),aq1ffxdamrrrg9v,,,,,30:microliter,67,,
68,,,,,,,,,,ct1ffua5u4wnr98,Row:0-ct1ffg5rdguqzjm-Incubated-IVTT-Storage-Plate,Container(Row:0-ct1ffg5rdguqzjm-Incubated-IVTT-Storage-Plate),aq1ffxdamrsvpdt,,,,,30:microliter,68,,
69,,,,,,,,,,ct1ffua5u4wnr98,Row:0-ct1ffg5rdguqzjm-Incubated-IVTT-Storage-Plate,Container(Row:0-ct1ffg5rdguqzjm-Incubated-IVTT-Storage-Plate),aq1ffxdamrsvpdv,,,,,30:microliter,69,,
70,,,,,,,,,,ct1ffua5u4wnr98,Row:0-ct1ffg5rdguqzjm-Incubated-IVTT-Storage-Plate,Container(Row:0-ct1ffg5rdguqzjm-Incubated-IVTT-Storage-Plate),aq1ffxdamrsvpdx,,,,,30:microliter,70,,
71,,,,,,,,,,ct1ffua5u4wnr98,Row:0-ct1ffg5rdguqzjm-Incubated-IVTT-Storage-Plate,Container(Row:0-ct1ffg5rdguqzjm-Incubated-IVTT-Storage-Plate),aq1ffxdamrtzvhu,,,,,30:microliter,71,,
72,Protein,rs1f47z2uft2kyv,20:microliter,Protein,rs1f47z3qb2zdga,40:microliter,,,,ct1ffua5u4wnr98,Row:0-ct1ffg5rdguqzjm-Incubated-IVTT-Storage-Plate,Container(Row:0-ct1ffg5rdguqzjm-Incubated-IVTT-Storage-Plate),aq1ffxdceas8msd,,,,,30:microliter,72,32.5:celsius,ct1fdrbvet5khpa:0
73,Protein,rs1f47z2uft2kyv,20:microliter,Protein,rs1f47z3qb2zdga,40:microliter,,,,ct1ffua5u4wnr98,Row:0-ct1ffg5rdguqzjm-Incubated-IVTT-Storage-Plate,Container(Row:0-ct1ffg5rdguqzjm-Incubated-IVTT-Storage-Plate),aq1ffxdceatctwe,,,,,30:microliter,73,32.5:celsius,ct1fdrbvet5khpa:1
74,Protein,rs1f47z2uft2kyv,20:microliter,Protein,rs1f47z3qb2zdga,40:microliter,,,,ct1ffua5u4wnr98,Row:0-ct1ffg5rdguqzjm-Incubated-IVTT-Storage-Plate,Container(Row:0-ct1ffg5rdguqzjm-Incubated-IVTT-Storage-Plate),aq1ffxdceatctwg,,,,,30:microliter,74,32.5:celsius,ct1fdrbvet5khpa:2
75,Protein,rs1f47z2uft2kyv,20:microliter,Protein,rs1f47z3qb2zdga,40:microliter,,,,ct1ffua5u4wnr98,Row:0-ct1ffg5rdguqzjm-Incubated-IVTT-Storage-Plate,Container(Row:0-ct1ffg5rdguqzjm-Incubated-IVTT-Storage-Plate),aq1ffxdceatctwj,,,,,30:microliter,75,32.5:celsius,ct1fdrbvet5khpa:3
76,,,,,,,,,,ct1ffua5u4wnr98,Row:0-ct1ffg5rdguqzjm-Incubated-IVTT-Storage-Plate,Container(Row:0-ct1ffg5rdguqzjm-Incubated-IVTT-Storage-Plate),aq1ffxdceauh22f,,,,,30:microliter,76,,
77,,,,,,,,,,ct1ffua5u4wnr98,Row:0-ct1ffg5rdguqzjm-Incubated-IVTT-Storage-Plate,Container(Row:0-ct1ffg5rdguqzjm-Incubated-IVTT-Storage-Plate),aq1ffxdceauh22h,,,,,30:microliter,77,,
